syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
witz,ø,z,tz,itz,witz,rwitz,A,KA,CKA,CCKA,KCCKA,ø,A,ø,A,Ab,Abe,Aber,Aberw,L,LC,LCK,LCKC,LCKCC,ø,10,11,10,10,3,3,0,light,schwa,light,o,c,c,L,CKC,CKA,,C,C,,C,A,L,K,K,1,3,4,0,1,1,0,1,1,2,1,1,VV,CVC,CVC,0,2,2,N,N,T,1,Aberwitz,antepaenultima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abe,abes,abess,K,KC,KCK,KCKC,KCKCK,acc,7,6,10,3,6,3,1,light,light,schwa,c,c,c,KC,K,CKC,,,C,C,,C,K,K,K,2,2,3,1,1,1,0,0,1,1,1,1,VC,VC,CVC,1,1,2,V,V,F,1,abessen,antepaenultima
ckeln,ø,n,ln,eln,keln,ckeln,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abf,abfa,abfac,K,KC,KCC,KCCK,KCCKC,acc,7,7,14,3,3,3,3,light,light,schwa,c,c,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,2,5,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,V,V,F,1,abfackeln,antepaenultima
deln,ø,n,ln,eln,deln,edeln,C,CC,KCC,CKCC,LCKCC,ø,ab,ab,a,ab,abf,abfa,abfae,K,KC,KCC,KCCL,KCCLC,acc,7,7,14,3,3,3,3,light,light,schwa,c,o,c,KC,CL,CKCC,,C,C,C,,CC,K,L,K,2,2,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,V,V,F,1,abfaedeln,antepaenultima
ren,ø,n,en,ren,hren,ahren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfa,abfah,K,KC,KCC,KCCL,KCCLC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfahren,antepaenultima
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfa,abfal,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfallen,antepaenultima
lig,ø,g,ig,lig,llig,ellig,C,KC,CKC,KCKC,CKCKC,noacc,ab,ab,a,ab,abf,abfa,abfae,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,V,F,1,abfaellig,antepaenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abf,abfa,abfae,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,5,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfaelschen,antepaenultima
gen,ø,n,en,gen,ngen,angen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfa,abfan,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfangen,antepaenultima
ben,ø,n,en,ben,rben,erben,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abf,abfa,abfae,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfaerben,antepaenultima
sen,ø,n,en,sen,asen,fasen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfa,abfas,K,KC,KCC,KCCL,KCCLC,acc,7,11,10,3,5,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfasen,antepaenultima
sen,ø,n,en,sen,ssen,assen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfa,abfas,K,KC,KCC,KCCK,KCCKC,acc,7,7,10,3,3,3,1,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfassen,antepaenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,Abf,Abfa,Abfas,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abfassung,antepaenultima
len,ø,n,en,len,ulen,aulen,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,abf,abfa,abfau,K,KC,KCC,KCCD,KCCDC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfaulen,antepaenultima
dern,ø,n,rn,ern,dern,edern,C,CC,KCC,CKCC,LCKCC,ø,ab,ab,a,ab,abf,abfe,abfed,K,KC,KCC,KCCL,KCCLC,acc,7,7,14,3,3,3,3,light,light,schwa,c,o,c,KC,CL,CKCC,,C,C,C,,CC,K,L,K,2,2,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,V,V,F,1,abfedern,antepaenultima
len,ø,n,en,len,ilen,eilen,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,abf,abfe,abfei,K,KC,KCC,KCCD,KCCDC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfeilen,antepaenultima
ern,ø,n,rn,ern,uern,euern,C,CC,KCC,DKCC,CDKCC,ø,ab,ab,a,ab,abf,abfe,abfeu,K,KC,KCC,KCCD,KCCDK,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,KCC,,C,,C,,CC,K,D,K,2,3,3,1,0,2,0,1,0,1,2,1,VC,CVV,VCC,1,0,2,V,V,F,1,abfeuern,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfi,abfie,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfieren,antepaenultima
den,ø,n,en,den,nden,inden,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abf,abfi,abfin,K,KC,KCC,KCCK,KCCKC,acc,7,12,10,3,4,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfinden,antepaenultima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abf,Abfi,Abfin,K,KC,KCC,KCCK,KCCKC,acc,7,12,12,3,4,4,2,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abfindung,antepaenultima
chen,chen,n,en,hen,chen,achen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfl,abfla,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,3,4,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,A,F,1,abflachen,antepaenultima
en,ø,n,en,uen,auen,lauen,C,KC,DKC,CDKC,CCDKC,ø,ab,ab,a,ab,abf,abfl,abfla,K,KC,KCC,KCCC,KCCCD,ø,7,15,9,3,5,4,1,light,light,schwa,c,o,c,KC,CCD,KC,,CC,,C,,C,K,D,K,2,4,2,1,0,1,0,2,0,1,2,1,VC,CCVV,VC,1,1,1,V,V,F,1,abflauen,antepaenultima
gen,ø,n,en,gen,egen,iegen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfl,abfli,K,KC,KCC,KCCC,KCCCL,acc,7,13,10,3,4,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfliegen,antepaenultima
$en,ø,n,en,sen,ssen,essen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfl,abfli,K,KC,KCC,KCCC,KCCCL,acc,7,13,10,3,4,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfliessen,antepaenultima
ge,ø,e,ge,lge,olge,folge,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,Ab,Abf,Abfo,Abfol,K,KC,KCC,KCCK,KCCKC,acc,7,11,7,3,3,3,0,light,light,schwa,c,c,o,KC,CKC,CK,,C,C,C,C,,K,K,K,2,3,2,1,1,0,0,1,1,1,1,1,VC,CVC,CV,1,2,1,N,N,T,1,Abfolge,antepaenultima
gen,ø,n,en,gen,agen,ragen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfr,abfra,K,KC,KCC,KCCC,KCCCL,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,3,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfragen,antepaenultima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfr,abfre,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,abfressen,antepaenultima
ten,ø,n,en,ten,tten,etten,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfr,abfre,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,abfretten,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfr,abfri,K,KC,KCC,KCCC,KCCCL,acc,7,13,13,3,4,4,3,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfrieren,antepaenultima
len,ø,n,en,len,hlen,ehlen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfu,abfue,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfuehlen,antepaenultima
ren,ø,n,en,ren,hren,ehren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abf,abfu,abfue,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfuehren,antepaenultima
rung,ø,g,ng,ung,rung,hrung,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,Ab,Abf,Abfu,Abfue,K,KC,KCC,KCCL,KCCLC,acc,7,9,15,3,4,5,4,light,light,light,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Abfuehrung,antepaenultima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abf,abfu,abfue,K,KC,KCC,KCCK,KCCKC,acc,7,9,13,3,4,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfuellen,antepaenultima
tern,ø,n,rn,ern,tern,ttern,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abf,abfu,abfue,K,KC,KCC,KCCK,KCCKC,acc,7,9,14,3,4,3,3,light,light,schwa,c,c,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,3,4,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,V,V,F,1,abfuettern,antepaenultima
be,ø,e,be,abe,gabe,bgabe,K,CK,LCK,CLCK,CCLCK,ø,Ab,ø,A,Ab,Abg,Abga,Abgab,K,KC,KCC,KCCL,KCCLC,acc,7,11,7,3,5,3,0,light,light,schwa,c,o,o,KC,CL,CK,,C,C,C,,,K,L,K,2,2,2,1,0,0,0,1,1,1,2,1,VC,CVV,CV,1,0,1,N,V,T,1,Abgabe,antepaenultima
ger,ø,r,er,ger,nger,enger,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,Abg,Abga,Abgae,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,N,T,1,Abgaenger,antepaenultima
gig,ø,g,ig,gig,ngig,engig,C,KC,CKC,KCKC,CKCKC,noacc,ab,ab,a,ab,abg,abga,abgae,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,N,F,1,abgaengig,antepaenultima
frei,ø,i,ei,rei,frei,sfrei,D,CD,CCD,CCCD,LCCCD,ø,ab,ab,a,ab,abg,abga,abgas,K,KC,KCC,KCCL,KCCLC,acc,7,12,15,3,4,5,4,light,light,light,c,c,o,KC,CLC,CCD,,C,CC,C,C,,K,L,D,2,3,4,1,1,0,0,1,2,1,2,2,VC,CVVC,CCVV,1,1,1,A,N,F,1,abgasfrei,antepaenultima
ben,ø,n,en,ben,eben,geben,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,abge,abgeb,K,KC,KCC,KCCL,KCCLC,acc,7,7,10,3,3,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abgeben,antepaenultima
bla$t,ø,t,st,sst,asst,lasst,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,abgeb,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,2,3,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,5,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgeblasst,antepaenultima
brannt,ø,t,nt,nnt,annt,rannt,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,abgeb,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,6,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgebrannt,antepaenultima
br2ht,ø,t,ht,eht,ueht,rueht,C,LC,CLC,CCLC,KCCLC,ø,ab,ab,a,ab,abg,abge,abgeb,K,KC,KCC,KCCK,KCCKC,ø,7,7,14,3,3,3,3,light,schwa,light,c,o,c,KC,CK,CCLC,,C,CC,C,,C,K,K,L,2,2,5,1,0,1,0,1,2,1,1,2,VC,CV,CCVVC,1,1,1,A,F,F,1,abgebrueht,antepaenultima
feimt,ø,t,mt,imt,eimt,feimt,C,CC,DCC,CDCC,KCDCC,ø,ab,ab,a,ab,abg,abge,abgef,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CDCC,,C,C,C,,CC,K,K,D,2,2,5,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgefeimt,antepaenultima
hen,ø,n,en,hen,ehen,gehen,C,KC,LKC,CLKC,CCLKC,ø,ab,ab,a,ab,abg,abge,abgeh,K,KC,KCC,KCCL,KCCLK,acc,7,7,9,3,3,4,1,light,light,schwa,c,o,c,KC,CL,KC,,C,,C,,C,K,L,K,2,2,3,1,0,1,0,1,0,1,2,1,VC,CVV,VC,1,0,1,V,V,F,1,abgehen,antepaenultima
hackt,ø,t,kt,ckt,ackt,hackt,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abg,abge,abgeh,K,KC,KCC,KCCK,KCCKC,ø,7,7,9,3,3,2,1,light,schwa,heavy,c,o,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgehackt,antepaenultima
k1mpft,ø,t,ft,pft,mpft,empft,C,AC,CAC,KCAC,CKCAC,ø,ab,ab,a,ab,abg,abge,abgek,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CKCAC,,C,C,C,,CAC,K,K,K,2,2,6,1,0,3,0,1,1,1,1,1,VC,CV,CVCCC,1,1,4,A,F,F,1,abgekaempft,antepaenultima
kl1rt,ø,t,rt,ert,aert,laert,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,abgek,K,KC,KCC,KCCK,KCCKC,ø,7,7,16,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,5,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgeklaert,antepaenultima
lebt,ø,t,bt,ebt,lebt,elebt,C,CC,LCC,CLCC,KCLCC,ø,ab,ab,a,ab,abg,abge,abgel,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,3,2,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,4,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgelebt,antepaenultima
ten,ø,n,en,ten,lten,elten,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abg,abge,abgel,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abgelten,antepaenultima
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abg,Abge,Abgel,K,KC,KCC,KCCK,KCCKC,acc,7,11,12,3,3,4,2,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abgeltung,antepaenultima
macht,ø,t,ht,cht,acht,macht,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abg,abge,abgem,K,KC,KCC,KCCK,KCCKC,ø,7,7,11,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgemacht,antepaenultima
neigt,ø,t,gt,igt,eigt,neigt,C,CC,DCC,CDCC,KCDCC,ø,ab,ab,a,ab,abg,abge,abgen,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CDCC,,C,C,C,,CC,K,K,D,2,2,5,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgeneigt,antepaenultima
nutzt,ø,t,zt,tzt,utzt,nutzt,C,AC,KAC,CKAC,KCKAC,ø,ab,ab,a,ab,abg,abge,abgen,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,CKAC,,C,C,C,,AC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgenutzt,antepaenultima
sagt,ø,t,gt,agt,sagt,esagt,C,CC,LCC,CLCC,KCLCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,4,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgesagt,antepaenultima
sang,ø,g,ng,ang,sang,esang,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,Abg,Abge,Abges,K,KC,KCC,KCCK,KCCKC,acc,7,7,10,3,3,3,1,light,schwa,light,c,o,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,4,1,0,1,0,1,1,1,1,1,VC,CV,CVC,1,1,2,N,N,T,1,Abgesang,antepaenultima
schabt,ø,t,bt,abt,habt,chabt,C,CC,LCC,CLCC,KCLCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,6,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgeschabt,antepaenultima
schmackt,ø,t,kt,ckt,ackt,mackt,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,8,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,A,F,1,abgeschmackt,antepaenultima
spannt,ø,t,nt,nnt,annt,pannt,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,6,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgespannt,antepaenultima
spielt,ø,t,lt,elt,ielt,pielt,C,CC,LCC,CLCC,CCLCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CCLCC,,C,CC,C,,CC,K,K,L,2,2,6,1,0,2,0,1,2,1,1,2,VC,CV,CCVVCC,1,1,2,A,F,F,1,abgespielt,antepaenultima
stuft,ø,t,ft,uft,tuft,stuft,C,CC,LCC,CLCC,CCLCC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CCLCC,,C,CC,C,,CC,K,K,L,2,2,5,1,0,2,0,1,2,1,1,2,VC,CV,CCVVCC,1,1,2,A,F,F,1,abgestuft,antepaenultima
stumpft,ø,t,ft,pft,mpft,umpft,C,AC,CAC,KCAC,CKCAC,ø,ab,ab,a,ab,abg,abge,abges,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,2,4,light,schwa,heavy,c,o,c,KC,CK,CCKCAC,,C,CC,C,,CAC,K,K,K,2,2,7,1,0,3,0,1,2,1,1,1,VC,CV,CCVCCC,1,1,5,A,F,F,1,abgestumpft,antepaenultima
tan,ø,n,an,tan,etan,getan,C,LC,CLC,KCLC,CKCLC,ø,ab,ab,a,ab,abg,abge,abget,K,KC,KCC,KCCK,KCCKC,ø,7,7,14,3,3,4,3,light,schwa,light,c,o,c,KC,CK,CLC,,C,C,C,,C,K,K,L,2,2,3,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,A,F,F,1,abgetan,antepaenultima
$en,ø,n,en,sen,ssen,essen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,abgi,abgie,K,KC,KCC,KCCL,KCCLC,acc,7,9,10,3,4,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abgiessen,antepaenultima
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,abg,abgl,abgle,K,KC,KCC,KCCC,KCCCD,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCD,CKC,,CC,C,C,,C,K,D,K,2,4,4,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abgleichen,antepaenultima
